,Time,1,2
66,2025-03-01 21:50:00,19.980 °C,19.021 °C
67,2025-03-01 22:00:00,19.951 °C,19.086 °C
68,2025-03-01 22:10:00,19.908 °C,19.133 °C
69,2025-03-01 22:20:00,19.867 °C,19.172 °C
70,2025-03-01 22:30:00,19.828 °C,19.200 °C
71,2025-03-01 22:40:00,19.798 °C,19.221 °C
72,2025-03-01 22:50:00,19.752 °C,19.235 °C
73,2025-03-01 23:00:00,19.709 °C,19.242 °C
74,2025-03-01 23:10:00,19.673 °C,19.245 °C
75,2025-03-01 23:20:00,19.631 °C,19.242 °C
76,2025-03-01 23:30:00,19.595 °C,19.236 °C
77,2025-03-01 23:40:00,19.556 °C,19.229 °C
78,2025-03-01 23:50:00,19.526 °C,19.219 °C
79,2025-03-02 00:00:00,19.488 °C,19.206 °C
80,2025-03-02 00:10:00,19.455 °C,19.192 °C
81,2025-03-02 00:20:00,19.419 °C,19.177 °C
82,2025-03-02 00:30:00,19.386 °C,19.160 °C
83,2025-03-02 00:40:00,19.354 °C,19.140 °C
84,2025-03-02 00:50:00,19.317 °C,19.120 °C
85,2025-03-02 01:00:00,19.281 °C,19.099 °C
86,2025-03-02 01:10:00,19.244 °C,19.074 °C
87,2025-03-02 01:20:00,19.215 °C,19.050 °C
88,2025-03-02 01:30:00,19.166 °C,19.021 °C
89,2025-03-02 01:40:00,19.117 °C,18.991 °C
90,2025-03-02 01:50:00,19.076 °C,18.958 °C
91,2025-03-02 02:00:00,19.031 °C,18.926 °C
92,2025-03-02 02:10:00,19.001 °C,18.895 °C
93,2025-03-02 02:20:00,18.965 °C,18.866 °C
94,2025-03-02 02:30:00,18.933 °C,18.839 °C
95,2025-03-02 02:40:00,18.899 °C,18.811 °C
96,2025-03-02 02:50:00,18.866 °C,18.784 °C
97,2025-03-02 03:00:00,18.837 °C,18.757 °C
98,2025-03-02 03:10:00,18.809 °C,18.730 °C
99,2025-03-02 03:20:00,18.778 °C,18.704 °C
100,2025-03-02 03:30:00,18.750 °C,18.678 °C
101,2025-03-02 03:40:00,18.721 °C,18.654 °C
102,2025-03-02 03:50:00,18.697 °C,18.629 °C
103,2025-03-02 04:00:00,18.671 °C,18.608 °C
104,2025-03-02 04:10:00,18.645 °C,18.583 °C
105,2025-03-02 04:20:00,18.621 °C,18.559 °C
106,2025-03-02 04:30:00,18.598 °C,18.537 °C
107,2025-03-02 04:40:00,18.573 °C,18.514 °C
108,2025-03-02 04:50:00,18.547 °C,18.491 °C
109,2025-03-02 05:00:00,18.522 °C,18.470 °C
110,2025-03-02 05:10:00,18.499 °C,18.447 °C
111,2025-03-02 05:20:00,18.476 °C,18.425 °C
112,2025-03-02 05:30:00,18.454 °C,18.404 °C
113,2025-03-02 05:40:00,18.433 °C,18.384 °C
114,2025-03-02 05:50:00,18.413 °C,18.364 °C
115,2025-03-02 06:00:00,18.392 °C,18.345 °C
116,2025-03-02 06:10:00,18.369 °C,18.325 °C
117,2025-03-02 06:20:00,18.347 °C,18.306 °C
118,2025-03-02 06:30:00,18.316 °C,18.286 °C
119,2025-03-02 06:40:00,18.293 °C,18.263 °C
120,2025-03-02 06:50:00,18.270 °C,18.242 °C
121,2025-03-02 07:00:00,18.249 °C,18.220 °C
122,2025-03-02 07:10:00,18.229 °C,18.200 °C
123,2025-03-02 07:20:00,18.210 °C,18.181 °C
124,2025-03-02 07:30:00,18.192 °C,18.163 °C
125,2025-03-02 07:40:00,18.176 °C,18.147 °C
126,2025-03-02 07:50:00,17.518 °C,17.999 °C
127,2025-03-02 08:00:00,14.830 °C,16.827 °C
128,2025-03-02 08:10:00,13.648 °C,15.154 °C
129,2025-03-02 08:20:00,11.890 °C,13.471 °C
130,2025-03-02 08:30:00,10.054 °C,12.082 °C
131,2025-03-02 08:40:00,8.520 °C,10.392 °C
132,2025-03-02 08:50:00,6.453 °C,8.412 °C
133,2025-03-02 09:00:00,4.562 °C,6.172 °C
134,2025-03-02 09:10:00,3.624 °C,5.288 °C
135,2025-03-02 09:20:00,3.096 °C,4.346 °C
136,2025-03-02 09:30:00,2.365 °C,3.706 °C
137,2025-03-02 09:40:00,1.604 °C,2.365 °C
138,2025-03-02 09:50:00,0.607 °C,1.607 °C
139,2025-03-02 10:00:00,-0.073 °C,0.743 °C
140,2025-03-02 10:10:00,-0.697 °C,0.049 °C
141,2025-03-02 10:20:00,-1.213 °C,-0.568 °C
142,2025-03-02 10:30:00,-1.615 °C,-0.791 °C
143,2025-03-02 10:40:00,-1.896 °C,-1.158 °C
144,2025-03-02 10:50:00,-2.105 °C,-1.493 °C
145,2025-03-02 11:00:00,-2.362 °C,-1.799 °C
146,2025-03-02 11:10:00,-2.550 °C,-2.035 °C
147,2025-03-02 11:20:00,-3.031 °C,-3.036 °C
148,2025-03-02 11:30:00,-3.123 °C,-3.401 °C
149,2025-03-02 11:40:00,-3.228 °C,-3.451 °C
150,2025-03-02 11:50:00,-3.371 °C,-3.590 °C
151,2025-03-02 12:00:00,-3.435 °C,-3.602 °C
152,2025-03-02 12:10:00,-3.496 °C,-3.631 °C
153,2025-03-02 12:20:00,-3.466 °C,-3.703 °C
154,2025-03-02 12:30:00,-3.469 °C,-3.732 °C
155,2025-03-02 12:40:00,-3.606 °C,-3.755 °C
156,2025-03-02 12:50:00,-3.575 °C,-3.742 °C
157,2025-03-02 13:00:00,-3.484 °C,-3.735 °C
158,2025-03-02 13:10:00,-3.453 °C,-3.651 °C
159,2025-03-02 13:20:00,-3.451 °C,-3.615 °C
160,2025-03-02 13:30:00,-3.410 °C,-3.561 °C
161,2025-03-02 13:40:00,-3.212 °C,-3.337 °C
162,2025-03-02 13:50:00,-2.855 °C,-2.742 °C
163,2025-03-02 14:00:00,-2.723 °C,-2.404 °C
164,2025-03-02 14:10:00,-2.322 °C,-2.115 °C
165,2025-03-02 14:20:00,-1.776 °C,-1.733 °C
166,2025-03-02 14:30:00,-1.541 °C,-1.355 °C
167,2025-03-02 14:40:00,-1.058 °C,2.245 °C
168,2025-03-02 14:50:00,0.130 °C,4.697 °C
169,2025-03-02 15:00:00,1.810 °C,6.802 °C
170,2025-03-02 15:10:00,3.470 °C,8.607 °C
171,2025-03-02 15:20:00,5.066 °C,10.059 °C
172,2025-03-02 15:30:00,6.499 °C,11.249 °C
173,2025-03-02 15:40:00,7.736 °C,12.307 °C
174,2025-03-02 15:50:00,8.821 °C,13.078 °C
175,2025-03-02 16:00:00,9.811 °C,13.783 °C
176,2025-03-02 16:10:00,10.666 °C,14.382 °C
177,2025-03-02 16:20:00,11.410 °C,14.900 °C
178,2025-03-02 16:30:00,12.035 °C,15.350 °C
179,2025-03-02 16:40:00,12.642 °C,15.762 °C
180,2025-03-02 16:50:00,13.201 °C,16.140 °C
181,2025-03-02 17:00:00,13.706 °C,16.484 °C
182,2025-03-02 17:10:00,14.183 °C,16.728 °C
183,2025-03-02 17:20:00,14.627 °C,16.958 °C
184,2025-03-02 17:30:00,15.025 °C,17.166 °C
185,2025-03-02 17:40:00,15.366 °C,17.337 °C
186,2025-03-02 17:50:00,15.678 °C,17.480 °C
187,2025-03-02 18:00:00,15.936 °C,17.584 °C
188,2025-03-02 18:10:00,16.142 °C,17.673 °C
189,2025-03-02 18:20:00,16.319 °C,17.741 °C
190,2025-03-02 18:30:00,16.467 °C,17.798 °C
191,2025-03-02 18:40:00,16.608 °C,17.841 °C
192,2025-03-02 18:50:00,16.723 °C,17.874 °C
193,2025-03-02 19:00:00,16.816 °C,17.902 °C
194,2025-03-02 19:10:00,16.898 °C,17.917 °C
195,2025-03-02 19:20:00,16.971 °C,17.932 °C
196,2025-03-02 19:30:00,17.036 °C,17.939 °C
197,2025-03-02 19:40:00,17.092 °C,17.953 °C
198,2025-03-02 19:50:00,17.142 °C,17.953 °C
199,2025-03-02 20:00:00,17.162 °C,17.988 °C
200,2025-03-02 20:10:00,17.158 °C,17.992 °C
201,2025-03-02 20:20:00,17.155 °C,17.932 °C
202,2025-03-02 20:30:00,17.168 °C,17.877 °C
203,2025-03-02 20:40:00,17.168 °C,17.833 °C
204,2025-03-02 20:50:00,17.156 °C,17.790 °C
205,2025-03-02 21:00:00,17.156 °C,17.759 °C
206,2025-03-02 21:10:00,17.152 °C,17.738 °C
207,2025-03-02 21:20:00,17.154 °C,17.715 °C
208,2025-03-02 21:30:00,17.145 °C,17.692 °C
209,2025-03-02 21:40:00,17.155 °C,17.673 °C
210,2025-03-02 21:50:00,17.164 °C,17.655 °C
211,2025-03-02 22:00:00,17.155 °C,17.639 °C
212,2025-03-02 22:10:00,17.158 °C,17.620 °C
213,2025-03-02 22:20:00,17.171 °C,17.696 °C
214,2025-03-02 22:30:00,17.168 °C,17.741 °C
215,2025-03-02 22:40:00,17.200 °C,17.693 °C
216,2025-03-02 22:50:00,17.211 °C,17.672 °C
217,2025-03-02 23:00:00,17.210 °C,17.670 °C
218,2025-03-02 23:10:00,17.221 °C,17.650 °C
219,2025-03-02 23:20:00,17.214 °C,17.649 °C
220,2025-03-02 23:30:00,17.211 °C,17.612 °C
221,2025-03-02 23:40:00,17.210 °C,17.630 °C
222,2025-03-02 23:50:00,17.214 °C,17.655 °C
223,2025-03-03 00:00:00,17.233 °C,17.660 °C
224,2025-03-03 00:10:00,17.247 °C,17.662 °C
225,2025-03-03 00:20:00,17.260 °C,17.665 °C
226,2025-03-03 00:30:00,17.261 °C,17.659 °C
227,2025-03-03 00:40:00,17.267 °C,17.650 °C
228,2025-03-03 00:50:00,17.257 °C,17.642 °C
229,2025-03-03 01:00:00,17.256 °C,17.602 °C
230,2025-03-03 01:10:00,17.260 °C,17.607 °C
231,2025-03-03 01:20:00,17.270 °C,17.586 °C
232,2025-03-03 01:30:00,17.266 °C,17.602 °C
233,2025-03-03 01:40:00,17.270 °C,17.600 °C
234,2025-03-03 01:50:00,17.277 °C,17.609 °C
235,2025-03-03 02:00:00,17.274 °C,17.609 °C
236,2025-03-03 02:10:00,17.279 °C,17.607 °C
237,2025-03-03 02:20:00,17.289 °C,17.613 °C
238,2025-03-03 02:30:00,17.294 °C,17.612 °C
239,2025-03-03 02:40:00,17.301 °C,17.617 °C
240,2025-03-03 02:50:00,17.290 °C,17.612 °C
241,2025-03-03 03:00:00,17.291 °C,17.584 °C
242,2025-03-03 03:10:00,17.300 °C,17.600 °C
243,2025-03-03 03:20:00,17.296 °C,17.571 °C
244,2025-03-03 03:30:00,17.303 °C,17.580 °C
245,2025-03-03 03:40:00,17.290 °C,17.541 °C
246,2025-03-03 03:50:00,17.293 °C,17.540 °C
247,2025-03-03 04:00:00,17.293 °C,17.534 °C
248,2025-03-03 04:10:00,17.290 °C,17.523 °C
249,2025-03-03 04:20:00,17.291 °C,17.528 °C
250,2025-03-03 04:30:00,17.294 °C,17.536 °C
251,2025-03-03 04:40:00,17.289 °C,17.504 °C
252,2025-03-03 04:50:00,17.289 °C,17.500 °C
253,2025-03-03 05:00:00,17.286 °C,17.478 °C
254,2025-03-03 05:10:00,17.280 °C,17.451 °C
255,2025-03-03 05:20:00,17.281 °C,17.462 °C
256,2025-03-03 05:30:00,17.281 °C,17.452 °C
257,2025-03-03 05:40:00,17.276 °C,17.451 °C
258,2025-03-03 05:50:00,17.271 °C,17.454 °C
259,2025-03-03 06:00:00,17.273 °C,17.419 °C
260,2025-03-03 06:10:00,17.279 °C,17.533 °C
261,2025-03-03 06:20:00,17.324 °C,17.724 °C
262,2025-03-03 06:30:00,17.369 °C,17.876 °C
263,2025-03-03 06:40:00,17.428 °C,18.022 °C
264,2025-03-03 06:50:00,17.504 °C,18.164 °C
265,2025-03-03 07:00:00,17.589 °C,18.295 °C
266,2025-03-03 07:10:00,17.688 °C,18.468 °C
267,2025-03-03 07:20:00,17.801 °C,18.679 °C
268,2025-03-03 07:30:00,17.922 °C,18.843 °C
269,2025-03-03 07:40:00,18.051 °C,19.005 °C
270,2025-03-03 07:50:00,18.171 °C,19.084 °C
271,2025-03-03 08:00:00,18.038 °C,17.902 °C
272,2025-03-03 08:10:00,17.714 °C,17.161 °C
273,2025-03-03 08:20:00,17.652 °C,17.731 °C
274,2025-03-03 08:30:00,17.701 °C,18.163 °C
275,2025-03-03 08:40:00,17.785 °C,18.418 °C
276,2025-03-03 08:50:00,17.863 °C,18.556 °C
277,2025-03-03 09:00:00,17.950 °C,18.734 °C
278,2025-03-03 09:10:00,18.049 °C,18.921 °C
279,2025-03-03 09:20:00,18.166 °C,19.084 °C
280,2025-03-03 09:30:00,18.285 °C,19.229 °C
281,2025-03-03 09:40:00,18.413 °C,19.450 °C
282,2025-03-03 09:50:00,18.543 °C,19.585 °C
283,2025-03-03 10:00:00,18.632 °C,19.452 °C
284,2025-03-03 10:10:00,18.718 °C,19.660 °C
285,2025-03-03 10:20:00,18.816 °C,19.816 °C
286,2025-03-03 10:30:00,18.918 °C,19.901 °C
287,2025-03-03 10:40:00,19.015 °C,20.017 °C
288,2025-03-03 10:50:00,19.094 °C,19.984 °C
289,2025-03-03 11:00:00,19.176 °C,20.084 °C
290,2025-03-03 11:10:00,19.254 °C,20.145 °C
291,2025-03-03 11:20:00,19.320 °C,20.137 °C
292,2025-03-03 11:30:00,19.390 °C,20.219 °C
293,2025-03-03 11:40:00,19.450 °C,20.286 °C
294,2025-03-03 11:50:00,19.503 °C,20.250 °C
295,2025-03-03 12:00:00,19.548 °C,20.240 °C
296,2025-03-03 12:10:00,19.582 °C,20.255 °C
297,2025-03-03 12:20:00,19.618 °C,20.286 °C
298,2025-03-03 12:30:00,19.654 °C,20.384 °C
299,2025-03-03 12:40:00,19.691 °C,20.393 °C
300,2025-03-03 12:50:00,19.719 °C,20.328 °C
301,2025-03-03 13:00:00,19.729 °C,20.275 °C
302,2025-03-03 13:10:00,19.739 °C,20.319 °C
303,2025-03-03 13:20:00,19.752 °C,20.354 °C
304,2025-03-03 13:30:00,19.759 °C,20.289 °C
305,2025-03-03 13:40:00,19.759 °C,20.239 °C
306,2025-03-03 13:50:00,19.756 °C,20.207 °C
307,2025-03-03 14:00:00,19.750 °C,20.181 °C
308,2025-03-03 14:10:00,19.743 °C,20.161 °C
309,2025-03-03 14:20:00,19.733 °C,20.071 °C
310,2025-03-03 14:30:00,19.684 °C,19.976 °C
311,2025-03-03 14:40:00,19.469 °C,18.847 °C
312,2025-03-03 14:50:00,19.218 °C,18.615 °C
313,2025-03-03 15:00:00,18.869 °C,17.970 °C
314,2025-03-03 15:10:00,18.606 °C,17.933 °C
315,2025-03-03 15:20:00,18.338 °C,17.925 °C
316,2025-03-03 15:30:00,18.240 °C,18.203 °C
317,2025-03-03 15:40:00,18.186 °C,18.266 °C
318,2025-03-03 15:50:00,18.166 °C,18.407 °C
319,2025-03-03 16:00:00,18.159 °C,18.444 °C
320,2025-03-03 16:10:00,18.148 °C,18.408 °C
321,2025-03-03 16:20:00,18.141 °C,18.405 °C
322,2025-03-03 16:30:00,18.144 °C,18.402 °C
323,2025-03-03 16:40:00,18.144 °C,18.398 °C
324,2025-03-03 16:50:00,18.143 °C,18.397 °C
325,2025-03-03 17:00:00,18.140 °C,18.382 °C
326,2025-03-03 17:10:00,18.113 °C,18.272 °C
327,2025-03-03 17:20:00,18.080 °C,18.154 °C
328,2025-03-03 17:30:00,18.054 °C,18.081 °C
329,2025-03-03 17:40:00,17.996 °C,18.001 °C
330,2025-03-03 17:50:00,17.952 °C,17.949 °C
331,2025-03-03 18:00:00,17.913 °C,17.892 °C
332,2025-03-03 18:10:00,17.853 °C,17.834 °C
333,2025-03-03 18:20:00,17.826 °C,17.815 °C
334,2025-03-03 18:30:00,17.788 °C,17.784 °C
335,2025-03-03 18:40:00,17.747 °C,17.758 °C
336,2025-03-03 18:50:00,17.714 °C,17.708 °C
337,2025-03-03 19:00:00,17.669 °C,17.655 °C
338,2025-03-03 19:10:00,17.448 °C,16.911 °C
339,2025-03-03 19:20:00,15.839 °C,13.131 °C
340,2025-03-03 19:30:00,15.658 °C,14.312 °C
341,2025-03-03 19:40:00,15.674 °C,15.396 °C
342,2025-03-03 19:50:00,15.765 °C,16.034 °C
343,2025-03-03 20:00:00,15.916 °C,16.449 °C
344,2025-03-03 20:10:00,16.071 °C,16.619 °C
345,2025-03-03 20:20:00,16.206 °C,16.678 °C
346,2025-03-03 20:30:00,16.314 °C,16.728 °C
347,2025-03-03 20:40:00,16.406 °C,16.766 °C
348,2025-03-03 20:50:00,16.480 °C,16.799 °C
349,2025-03-03 21:00:00,16.550 °C,16.858 °C
350,2025-03-03 21:10:00,16.606 °C,16.878 °C
351,2025-03-03 21:20:00,16.681 °C,17.129 °C
352,2025-03-03 21:30:00,16.787 °C,17.428 °C
353,2025-03-03 21:40:00,16.909 °C,17.581 °C
354,2025-03-03 21:50:00,17.029 °C,17.688 °C
355,2025-03-03 22:00:00,17.141 °C,17.777 °C
356,2025-03-03 22:10:00,17.244 °C,17.850 °C
357,2025-03-03 22:20:00,17.336 °C,17.902 °C
358,2025-03-03 22:30:00,17.416 °C,17.929 °C
359,2025-03-03 22:40:00,17.485 °C,17.958 °C
360,2025-03-03 22:50:00,17.548 °C,17.978 °C
361,2025-03-03 23:00:00,17.596 °C,17.993 °C
362,2025-03-03 23:10:00,17.637 °C,18.003 °C
363,2025-03-03 23:20:00,17.670 °C,18.012 °C
364,2025-03-03 23:30:00,17.698 °C,18.005 °C
365,2025-03-03 23:40:00,17.718 °C,18.005 °C
366,2025-03-03 23:50:00,17.735 °C,17.999 °C
367,2025-03-04 00:00:00,17.747 °C,17.993 °C
368,2025-03-04 00:10:00,17.755 °C,17.981 °C
369,2025-03-04 00:20:00,17.761 °C,17.969 °C
370,2025-03-04 00:30:00,17.762 °C,17.953 °C
371,2025-03-04 00:40:00,17.762 °C,17.940 °C
372,2025-03-04 00:50:00,17.758 °C,17.922 °C
373,2025-03-04 01:00:00,17.754 °C,17.906 °C
374,2025-03-04 01:10:00,17.748 °C,17.889 °C
375,2025-03-04 01:20:00,17.739 °C,17.873 °C
376,2025-03-04 01:30:00,17.731 °C,17.856 °C
377,2025-03-04 01:40:00,17.721 °C,17.836 °C
378,2025-03-04 01:50:00,17.711 °C,17.818 °C
379,2025-03-04 02:00:00,17.698 °C,17.795 °C
380,2025-03-04 02:10:00,17.685 °C,17.775 °C
381,2025-03-04 02:20:00,17.672 °C,17.752 °C
382,2025-03-04 02:30:00,17.656 °C,17.732 °C
383,2025-03-04 02:40:00,17.642 °C,17.715 °C
384,2025-03-04 02:50:00,17.626 °C,17.691 °C
385,2025-03-04 03:00:00,17.612 °C,17.668 °C
386,2025-03-04 03:10:00,17.594 °C,17.646 °C
387,2025-03-04 03:20:00,17.577 °C,17.627 °C
388,2025-03-04 03:30:00,17.561 °C,17.607 °C
389,2025-03-04 03:40:00,17.544 °C,17.583 °C
390,2025-03-04 03:50:00,17.530 °C,17.587 °C
391,2025-03-04 04:00:00,17.523 °C,17.612 °C
392,2025-03-04 04:10:00,17.524 °C,17.642 °C
393,2025-03-04 04:20:00,17.531 °C,17.668 °C
394,2025-03-04 04:30:00,17.540 °C,17.686 °C
395,2025-03-04 04:40:00,17.547 °C,17.696 °C
396,2025-03-04 04:50:00,17.554 °C,17.699 °C
397,2025-03-04 05:00:00,17.560 °C,17.708 °C
398,2025-03-04 05:10:00,17.567 °C,17.724 °C
399,2025-03-04 05:20:00,17.576 °C,17.738 °C
400,2025-03-04 05:30:00,17.584 °C,17.745 °C
401,2025-03-04 05:40:00,17.590 °C,17.745 °C
402,2025-03-04 05:50:00,17.593 °C,17.742 °C
403,2025-03-04 06:00:00,17.597 °C,17.744 °C
404,2025-03-04 06:10:00,17.602 °C,17.762 °C
405,2025-03-04 06:20:00,17.603 °C,17.790 °C
406,2025-03-04 06:30:00,17.637 °C,17.912 °C
407,2025-03-04 06:40:00,17.683 °C,18.052 °C
408,2025-03-04 06:50:00,17.734 °C,18.203 °C
409,2025-03-04 07:00:00,17.808 °C,18.372 °C
410,2025-03-04 07:10:00,17.900 °C,18.529 °C
411,2025-03-04 07:20:00,18.001 °C,18.745 °C
412,2025-03-04 07:30:00,18.113 °C,18.945 °C
413,2025-03-04 07:40:00,18.233 °C,19.094 °C
414,2025-03-04 07:50:00,18.335 °C,19.117 °C
415,2025-03-04 08:00:00,18.424 °C,19.186 °C
416,2025-03-04 08:10:00,18.582 °C,18.942 °C
417,2025-03-04 08:20:00,18.613 °C,18.882 °C
418,2025-03-04 08:30:00,11.646 °C,13.941 °C
419,2025-03-04 08:40:00,7.409 °C,10.266 °C
420,2025-03-04 08:50:00,4.760 °C,7.468 °C
421,2025-03-04 09:00:00,2.363 °C,5.969 °C
422,2025-03-04 09:10:00,1.186 °C,3.516 °C
423,2025-03-04 09:20:00,-1.069 °C,1.403 °C
424,2025-03-04 09:30:00,-1.808 °C,-0.275 °C
425,2025-03-04 09:40:00,-2.259 °C,-1.624 °C
426,2025-03-04 09:50:00,-3.554 °C,-2.529 °C
427,2025-03-04 10:00:00,-4.950 °C,-3.719 °C
428,2025-03-04 10:10:00,-6.371 °C,-5.052 °C
429,2025-03-04 10:20:00,-7.242 °C,-5.956 °C
430,2025-03-04 10:30:00,-7.726 °C,-6.624 °C
431,2025-03-04 10:40:00,-8.005 °C,-6.965 °C
432,2025-03-04 10:50:00,-8.574 °C,-7.673 °C
433,2025-03-04 11:00:00,-9.235 °C,-8.522 °C
434,2025-03-04 11:10:00,-11.686 °C,-11.462 °C
435,2025-03-04 11:20:00,-11.530 °C,-11.138 °C
436,2025-03-04 11:30:00,-11.283 °C,-11.016 °C
437,2025-03-04 11:40:00,-11.104 °C,-10.858 °C
438,2025-03-04 11:50:00,-11.001 °C,-10.862 °C
439,2025-03-04 12:00:00,-10.950 °C,-10.828 °C
440,2025-03-04 12:10:00,-10.932 °C,-10.794 °C
441,2025-03-04 12:20:00,-10.917 °C,-10.766 °C
442,2025-03-04 12:30:00,-10.909 °C,-10.747 °C
443,2025-03-04 12:40:00,-10.922 °C,-10.745 °C
444,2025-03-04 12:50:00,-10.800 °C,-10.738 °C
445,2025-03-04 13:00:00,-10.977 °C,-10.838 °C
446,2025-03-04 13:10:00,-12.790 °C,-12.548 °C
447,2025-03-04 13:20:00,-7.534 °C,-12.363 °C
448,2025-03-04 13:30:00,-7.534 °C,-12.365 °C
449,2025-03-04 13:40:00,-7.541 °C,-12.316 °C
450,2025-03-04 13:50:00,-7.553 °C,-12.254 °C
451,2025-03-04 14:00:00,-7.565 °C,-12.232 °C
452,2025-03-04 14:10:00,-7.579 °C,-12.207 °C
453,2025-03-04 14:20:00,-7.590 °C,-12.174 °C
454,2025-03-04 14:30:00,-7.602 °C,-12.176 °C
455,2025-03-04 14:40:00,-7.618 °C,-12.154 °C
456,2025-03-04 14:50:00,-7.628 °C,-12.132 °C
457,2025-03-04 15:00:00,-7.642 °C,-12.117 °C
458,2025-03-04 15:10:00,-7.653 °C,-12.097 °C
459,2025-03-04 15:20:00,-7.667 °C,-12.064 °C
460,2025-03-04 15:30:00,-7.679 °C,-12.046 °C
461,2025-03-04 15:40:00,-7.693 °C,-12.183 °C
462,2025-03-04 15:50:00,-7.706 °C,-12.187 °C
463,2025-03-04 16:00:00,-7.718 °C,-12.141 °C
464,2025-03-04 16:10:00,-7.732 °C,-12.156 °C
465,2025-03-04 16:20:00,-7.744 °C,-12.159 °C
466,2025-03-04 16:30:00,-7.758 °C,-12.249 °C
467,2025-03-04 16:40:00,-7.769 °C,-12.163 °C
468,2025-03-04 16:50:00,-7.781 °C,-12.210 °C
469,2025-03-04 17:00:00,-7.795 °C,-12.141 °C
470,2025-03-04 17:10:00,-7.807 °C,-12.137 °C
471,2025-03-04 17:20:00,-7.819 °C,-12.205 °C
472,2025-03-04 17:30:00,-7.831 °C,-12.201 °C
