,Time,1,2
S/N,,594459,594459
Type,,TGP-4520,TGP-4520
Description,,TT4,TT4
Property,,Black Probe Temperature,White Probe Temperature
1,2025-03-01 11:00:00,-2.386 °C,-0.487 °C
2,2025-03-01 11:10:00,-2.638 °C,-0.861 °C
3,2025-03-01 11:20:00,-2.849 °C,-1.287 °C
4,2025-03-01 11:30:00,-3.020 °C,-1.694 °C
5,2025-03-01 11:40:00,-3.196 °C,-2.036 °C
6,2025-03-01 11:50:00,-3.382 °C,-2.353 °C
7,2025-03-01 12:00:00,-3.565 °C,-2.624 °C
8,2025-03-01 12:10:00,-3.741 °C,-2.887 °C
9,2025-03-01 12:20:00,-3.827 °C,-3.094 °C
10,2025-03-01 12:30:00,-3.932 °C,-3.274 °C
11,2025-03-01 12:40:00,-4.032 °C,-3.439 °C
12,2025-03-01 12:50:00,-4.124 °C,-3.580 °C
13,2025-03-01 13:00:00,-4.240 °C,-3.727 °C
14,2025-03-01 13:10:00,-4.331 °C,-3.861 °C
15,2025-03-01 13:20:00,-4.399 °C,-3.971 °C
16,2025-03-01 13:30:00,-4.475 °C,-4.083 °C
17,2025-03-01 13:40:00,-4.535 °C,-4.182 °C
18,2025-03-01 13:50:00,-5.479 °C,-5.486 °C
19,2025-03-01 14:00:00,-5.510 °C,-5.570 °C
20,2025-03-01 14:10:00,-5.301 °C,-5.323 °C
21,2025-03-01 14:20:00,-5.530 °C,-5.580 °C
22,2025-03-01 14:30:00,-5.990 °C,-5.531 °C
23,2025-03-01 14:40:00,-6.072 °C,-5.612 °C
24,2025-03-01 14:50:00,-6.026 °C,-5.673 °C
25,2025-03-01 15:00:00,-6.019 °C,-5.765 °C
26,2025-03-01 15:10:00,-6.012 °C,-5.807 °C
27,2025-03-01 15:20:00,-6.004 °C,-5.835 °C
28,2025-03-01 15:30:00,-5.999 °C,-5.854 °C
29,2025-03-01 15:40:00,-5.996 °C,-5.867 °C
30,2025-03-01 15:50:00,-5.992 °C,-5.879 °C
31,2025-03-01 16:00:00,-5.990 °C,-5.890 °C
32,2025-03-01 16:10:00,-5.989 °C,-5.899 °C
33,2025-03-01 16:20:00,-5.987 °C,-5.904 °C
34,2025-03-01 16:30:00,-5.987 °C,-5.907 °C
35,2025-03-01 16:40:00,-5.985 °C,-5.911 °C
36,2025-03-01 16:50:00,-5.983 °C,-5.916 °C
37,2025-03-01 17:00:00,-5.983 °C,-5.921 °C
38,2025-03-01 17:10:00,-5.983 °C,-5.927 °C
39,2025-03-01 17:20:00,-5.983 °C,-5.932 °C
40,2025-03-01 17:30:00,-5.983 °C,-5.937 °C
41,2025-03-01 17:40:00,-5.983 °C,-5.943 °C
42,2025-03-01 17:50:00,-5.981 °C,-5.944 °C
43,2025-03-01 18:00:00,-5.981 °C,-5.944 °C
44,2025-03-01 18:10:00,-5.981 °C,-5.941 °C
45,2025-03-01 18:20:00,-5.981 °C,-5.943 °C
46,2025-03-01 18:30:00,-5.981 °C,-5.944 °C
47,2025-03-01 18:40:00,-5.981 °C,-5.948 °C
48,2025-03-01 18:50:00,-5.981 °C,-5.950 °C
49,2025-03-01 19:00:00,-5.981 °C,-5.950 °C
50,2025-03-01 19:10:00,-5.981 °C,-5.948 °C
51,2025-03-01 19:20:00,-5.981 °C,-5.948 °C
52,2025-03-01 19:30:00,-5.981 °C,-5.950 °C
53,2025-03-01 19:40:00,-5.981 °C,-5.950 °C
54,2025-03-01 19:50:00,-5.981 °C,-5.953 °C
55,2025-03-01 20:00:00,-5.981 °C,-5.955 °C
56,2025-03-01 20:10:00,-5.981 °C,-5.959 °C
57,2025-03-01 20:20:00,-5.981 °C,-5.964 °C
58,2025-03-01 20:30:00,-5.981 °C,-5.967 °C
59,2025-03-01 20:40:00,-5.981 °C,-5.971 °C
60,2025-03-01 20:50:00,-5.981 °C,-5.973 °C
61,2025-03-01 21:00:00,-5.981 °C,-5.974 °C
62,2025-03-01 21:10:00,-5.981 °C,-5.974 °C
63,2025-03-01 21:20:00,-5.981 °C,-5.974 °C
64,2025-03-01 21:30:00,-5.983 °C,-5.976 °C
65,2025-03-01 21:40:00,-5.983 °C,-5.976 °C
66,2025-03-01 21:50:00,-5.983 °C,-5.974 °C
67,2025-03-01 22:00:00,-5.985 °C,-5.969 °C
68,2025-03-01 22:10:00,-5.985 °C,-5.962 °C
69,2025-03-01 22:20:00,-5.985 °C,-5.953 °C
70,2025-03-01 22:30:00,-5.985 °C,-5.946 °C
71,2025-03-01 22:40:00,-5.985 °C,-5.941 °C
72,2025-03-01 22:50:00,-5.985 °C,-5.941 °C
73,2025-03-01 23:00:00,-5.985 °C,-5.941 °C
74,2025-03-01 23:10:00,-5.985 °C,-5.943 °C
75,2025-03-01 23:20:00,-5.985 °C,-5.944 °C
76,2025-03-01 23:30:00,-5.985 °C,-5.946 °C
77,2025-03-01 23:40:00,-5.983 °C,-5.946 °C
78,2025-03-01 23:50:00,-5.985 °C,-5.948 °C
79,2025-03-02 00:00:00,-5.983 °C,-5.951 °C
80,2025-03-02 00:10:00,-5.983 °C,-5.953 °C
81,2025-03-02 00:20:00,-5.983 °C,-5.959 °C
82,2025-03-02 00:30:00,-5.981 °C,-5.962 °C
83,2025-03-02 00:40:00,-5.981 °C,-5.969 °C
84,2025-03-02 00:50:00,-5.981 °C,-5.981 °C
85,2025-03-02 01:00:00,-5.981 °C,-6.004 °C
86,2025-03-02 01:10:00,-5.981 °C,-6.036 °C
87,2025-03-02 01:20:00,-5.983 °C,-6.068 °C
88,2025-03-02 01:30:00,-5.983 °C,-6.109 °C
89,2025-03-02 01:40:00,-5.985 °C,-6.151 °C
90,2025-03-02 01:50:00,-5.985 °C,-6.178 °C
91,2025-03-02 02:00:00,-5.987 °C,-6.196 °C
92,2025-03-02 02:10:00,-5.989 °C,-6.205 °C
93,2025-03-02 02:20:00,-5.990 °C,-6.208 °C
94,2025-03-02 02:30:00,-5.992 °C,-6.205 °C
95,2025-03-02 02:40:00,-5.996 °C,-6.196 °C
96,2025-03-02 02:50:00,-5.999 °C,-6.183 °C
97,2025-03-02 03:00:00,-6.003 °C,-6.171 °C
98,2025-03-02 03:10:00,-6.006 °C,-6.158 °C
99,2025-03-02 03:20:00,-6.010 °C,-6.148 °C
100,2025-03-02 03:30:00,-6.013 °C,-6.141 °C
101,2025-03-02 03:40:00,-6.017 °C,-6.134 °C
102,2025-03-02 03:50:00,-6.020 °C,-6.130 °C
103,2025-03-02 04:00:00,-6.022 °C,-6.130 °C
104,2025-03-02 04:10:00,-6.026 °C,-6.130 °C
105,2025-03-02 04:20:00,-6.027 °C,-6.132 °C
106,2025-03-02 04:30:00,-6.029 °C,-6.137 °C
107,2025-03-02 04:40:00,-6.031 °C,-6.144 °C
108,2025-03-02 04:50:00,-6.033 °C,-6.162 °C
109,2025-03-02 05:00:00,-6.035 °C,-6.189 °C
110,2025-03-02 05:10:00,-6.036 °C,-6.206 °C
111,2025-03-02 05:20:00,-6.040 °C,-6.219 °C
112,2025-03-02 05:30:00,-6.040 °C,-6.226 °C
113,2025-03-02 05:40:00,-6.043 °C,-6.237 °C
114,2025-03-02 05:50:00,-6.045 °C,-6.251 °C
115,2025-03-02 06:00:00,-6.047 °C,-6.258 °C
116,2025-03-02 06:10:00,-6.050 °C,-6.290 °C
