,Time,1,2
S/N,,602066,602066
Type,,TGP-4520,TGP-4520
Description,,TT6,TT6
Property,,Black Probe Temperature,White Probe Temperature
1,2025-03-01 11:00:00,1.408 °C,-0.031 °C
2,2025-03-01 11:10:00,0.770 °C,-0.570 °C
3,2025-03-01 11:20:00,0.210 °C,-1.032 °C
4,2025-03-01 11:30:00,-0.251 °C,-1.338 °C
5,2025-03-01 11:40:00,-0.683 °C,-1.647 °C
6,2025-03-01 11:50:00,-1.069 °C,-1.928 °C
7,2025-03-01 12:00:00,-1.415 °C,-2.187 °C
8,2025-03-01 12:10:00,-1.728 °C,-2.424 °C
9,2025-03-01 12:20:00,-2.014 °C,-2.638 °C
10,2025-03-01 12:30:00,-2.266 °C,-2.829 °C
11,2025-03-01 12:40:00,-2.495 °C,-2.998 °C
12,2025-03-01 12:50:00,-2.702 °C,-3.159 °C
13,2025-03-01 13:00:00,-2.892 °C,-3.305 °C
14,2025-03-01 13:10:00,-3.069 °C,-3.441 °C
15,2025-03-01 13:20:00,-3.231 °C,-3.567 °C
16,2025-03-01 13:30:00,-3.380 °C,-3.683 °C
17,2025-03-01 13:40:00,-3.516 °C,-3.793 °C
18,2025-03-01 13:50:00,-4.955 °C,-4.839 °C
19,2025-03-01 14:00:00,-4.815 °C,-4.720 °C
20,2025-03-01 14:10:00,-4.858 °C,-4.712 °C
21,2025-03-01 14:20:00,-4.896 °C,-4.794 °C
22,2025-03-01 14:30:00,-4.983 °C,-4.917 °C
23,2025-03-01 14:40:00,-5.142 °C,-5.054 °C
24,2025-03-01 14:50:00,-5.189 °C,-5.082 °C
25,2025-03-01 15:00:00,-5.228 °C,-5.135 °C
26,2025-03-01 15:10:00,-5.280 °C,-5.208 °C
27,2025-03-01 15:20:00,-5.346 °C,-5.278 °C
28,2025-03-01 15:30:00,-5.405 °C,-5.313 °C
29,2025-03-01 15:40:00,-5.454 °C,-5.348 °C
30,2025-03-01 15:50:00,-4.351 °C,-4.919 °C
31,2025-03-01 16:00:00,-3.196 °C,-4.024 °C
32,2025-03-01 16:10:00,-3.137 °C,-3.863 °C
33,2025-03-01 16:20:00,-3.184 °C,-3.648 °C
34,2025-03-01 16:30:00,-2.337 °C,-3.112 °C
35,2025-03-01 16:40:00,-2.134 °C,-2.988 °C
36,2025-03-01 16:50:00,-2.115 °C,-2.869 °C
37,2025-03-01 17:00:00,2.900 °C,0.346 °C
38,2025-03-01 17:10:00,6.220 °C,3.633 °C
39,2025-03-01 17:20:00,8.717 °C,6.127 °C
40,2025-03-01 17:30:00,10.660 °C,8.254 °C
41,2025-03-01 17:40:00,12.051 °C,9.990 °C
42,2025-03-01 17:50:00,13.151 °C,11.377 °C
43,2025-03-01 18:00:00,13.994 °C,12.512 °C
44,2025-03-01 18:10:00,14.710 °C,13.456 °C
45,2025-03-01 18:20:00,14.882 °C,14.076 °C
46,2025-03-01 18:30:00,15.605 °C,14.767 °C
47,2025-03-01 18:40:00,16.200 °C,15.411 °C
48,2025-03-01 18:50:00,16.665 °C,15.947 °C
49,2025-03-01 19:00:00,17.040 °C,16.413 °C
50,2025-03-01 19:10:00,17.371 °C,16.819 °C
51,2025-03-01 19:20:00,17.651 °C,17.173 °C
52,2025-03-01 19:30:00,17.895 °C,17.486 °C
53,2025-03-01 19:40:00,18.131 °C,17.767 °C
54,2025-03-01 19:50:00,18.327 °C,18.017 °C
55,2025-03-01 20:00:00,18.515 °C,18.244 °C
56,2025-03-01 20:10:00,18.678 °C,18.448 °C
57,2025-03-01 20:20:00,18.825 °C,18.630 °C
58,2025-03-01 20:30:00,18.954 °C,18.796 °C
59,2025-03-01 20:40:00,19.072 °C,18.945 °C
60,2025-03-01 20:50:00,19.187 °C,19.083 °C
61,2025-03-01 21:00:00,19.290 °C,19.210 °C
62,2025-03-01 21:10:00,19.297 °C,19.314 °C
63,2025-03-01 21:20:00,19.314 °C,19.431 °C
64,2025-03-01 21:30:00,19.345 °C,19.526 °C
