"TOA5","1481","CR3000","1481","CR3000.Std.32.06","CPU:AWS_MaggieMay_no_sonic_v3.CR3","13840","Res_data_1_min"
"TIMESTAMP","RECORD","BattV","temperature_1","temperature_2","rel_humidity_1","rel_humidity_2","wind_speed_1","wind_speed_2","gust_speed_1","gust_speed_2","wind_direction_1","wind_direction_2","air_pressure","SWup","SWdown","LWup","LWdown","CNR1_T_degC","ground_temperature"
"TS","RN","Volts","degC","degC","%","%","m/s","m/s","m/s","m/s","deg","deg","hPa","W/m^2","W/m^2","W/m^2","W/m^2","degC","degC"
"","","Min","Avg","Avg","Smp","Smp","Avg","Avg","Max","Max","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-03-09 08:01:00",11243,11.54,-12.21,-12.3,77.32,79.24,0.384,0.333,1.236,1.568,343.8,240.9,983.822,29.27,22.67,262,260.2,-11.89,-9.57
"2025-03-09 08:02:00",11244,11.54,-12.2,-12.3,77.21,78.82,1.39,1.276,1.699,1.764,344.2,241,983.8407,29.64,23.03,262.2,260,-11.87,-9.57
"2025-03-09 08:03:00",11245,11.54,-12.22,-12.31,77.17,78.95,0.885,0.568,1.493,1.176,344.3,326,983.8137,30.21,23.44,262,259.6,-11.86,-9.57
"2025-03-09 08:04:00",11246,11.54,-12.26,-12.34,77.52,79.37,0.393,0.109,0.772,0.686,344.3,326,983.8132,30.52,23.96,261.6,259.4,-11.86,-9.57
"2025-03-09 08:05:00",11247,11.54,-12.31,-12.4,77.83,79.84,0.41,0.131,0.669,0.392,344.3,326,983.8367,30.84,24.35,261.5,259.3,-11.85,-9.56
"2025-03-09 08:06:00",11248,11.54,-12.38,-12.47,78.22,80.3,0.293,0,0.566,0,344.3,326,983.806,31.01,24.57,261.5,259.4,-11.84,-9.56
"2025-03-09 08:07:00",11249,11.54,-12.44,-12.53,78.62,80.8,0.099,0,0.36,0,344.2,326,983.8356,30.97,24.71,261.4,259.6,-11.84,-9.56
"2025-03-09 08:08:00",11250,11.54,-12.48,-12.58,78.96,81.1,0.19,0,0.309,0,344.2,326,983.8371,31.1,24.74,261.4,259.8,-11.84,-9.56
"2025-03-09 08:09:00",11251,11.54,-12.51,-12.61,79.35,81.5,0.027,0,0.206,0,344.1,251.7,983.8117,31.12,24.75,261.5,260.2,-11.82,-9.56
"2025-03-09 08:10:00",11252,11.54,-12.51,-12.61,79.66,81.8,0.786,0.802,2.265,2.156,344,216,983.812,31.3,24.72,261.7,260.5,-11.79,-9.56
"2025-03-09 08:11:00",11253,11.54,-12.48,-12.57,79.49,81.1,2.533,2.563,3.501,3.43,343.9,235.9,983.829,31.77,24.8,262.1,260.3,-11.79,-9.56
